subject,word,pos,meaning,sentence e,sentence c
 narrative,transition,n.,第三人稱全知視角,Third-person omniscient narration knows everything about all characters.,第三人稱全知視角了解所有角色的一切。
 narrative,unreliable narrator,n.,過渡,"Use transition words like ""however"" and ""moreover"" to improve the flow of your essay.",使用像「然而」和「此外」之類的過渡詞來改善文章的連貫性。
 narrative,zero focalization,n.,不可靠的敘事者,The reader cannot fully trust the story told by an unreliable narrator.,讀者無法完全信任不可靠敘事者所講述的故事。
 poetic-devices,alliteration,n.,零聚焦；全知聚焦,Zero focalization allows the narrator to know everything about all characters.,零聚焦允許敘事者了解所有角色的一切。
 poetic-devices,assonance,n.,頭韻,"""She sells seashells"" uses alliteration with the ""s"" sound.",「she sells seashells」使用了 s 音的頭韻。
 poetic-devices,caesura,n.,母韻；元音韻,"The repetition of the long ""o"" sound in ""slow motion"" is assonance.",「slow motion」中長 o 音的重複就是母韻。
 poetic-devices,consonance,n.,詩行中間的停頓,"A strong caesura appears after the word ""death"" in the middle of the line.",在詩行中間，「death」一詞之後出現一個強烈的停頓。
 poetic-devices,elegy,n.,子音韻,"""Pitter-patter"" shows consonance with the ""t"" and ""r"" sounds.",「pitter-patter」展現了 t 與 r 音的子音韻。
 poetic-devices,enjambment,n.,輓歌,In Memoriam by Tennyson is a long elegy for a lost friend.,丁尼生的《紀念》是為逝去友人寫的長篇輓歌。
 poetic-devices,foot,n.,跨行；跨句,"The sentence continues to the next line without pause, creating enjambment.",句子未停頓直接延續到下一行，形成跨行。
 poetic-devices,free verse,n.,音步,Iambic pentameter consists of five feet per line.,抑揚格五音步每行包含五個音步。
 poetic-devices,iamb,n.,自由詩,Modern poets often use free verse with no regular meter or rhyme.,現代詩人經常使用無固定格律或押韻的自由詩。
 poetic-devices,meter,n.,抑揚格,An iamb is an unstressed syllable followed by a stressed syllable.,抑揚格是一個非重讀音節後接一個重讀音節。
 poetic-devices,ode,n.,格律；音步,The poem is written in iambic pentameter.,這首詩是以抑揚格五音步寫成的。
 poetic-devices,rhyme,n.,頌詩,"Keats wrote ""Ode on a Grecian Urn"" as a celebration of art and beauty.",濟慈寫下《希臘古甕頌》來歌頌藝術與美。
 poetic-devices,rhythm,n.,押韻,The poet uses rhyme to create a musical effect.,詩人使用押韻來營造音樂效果。
 poetic-devices,sonnet,n.,節奏,The rhythm of the poem mimics the sound of waves.,詩的節奏模仿了海浪的聲音。
 poetic-devices,stanza,n.,十四行詩,Shakespeare wrote 154 sonnets following a specific rhyme scheme.,莎士比亞按照特定押韻格式創作了154首十四行詩。
 poetic-devices,trochee,n.,詩節,Each stanza in the poem explores a different season.,詩中的每個詩節探討一個不同的季節。
 poetic-devices,villanelle,n.,揚抑格,A trochee is a stressed syllable followed by an unstressed syllable.,揚抑格是一個重讀音節後接一個非重讀音節。
 reading-skills,biased,n.,維拉內拉詩,"""Do not go gentle into that good night"" is a famous villanelle.",《溫柔地不要走進那良夜》是一首著名的維拉內拉詩。
 reading-skills,comprehension,adj.,有偏見的,The news article was criticized for being biased toward the ruling party.,這篇新聞報導因偏袒執政黨而受到批評。
 reading-skills,condescending,n.,理解；閱讀理解,Reading comprehension is essential for academic success.,閱讀理解是學業成功的關鍵。
 reading-skills,context clue,adj.,居高臨下的,The professor's condescending tone made the students feel unintelligent.,教授那居高臨下的語氣讓學生們覺得自己很不聰明。
 reading-skills,cynical,n.,上下文線索,Readers can use context clues to guess the meaning of unfamiliar words.,讀者可以利用上下文線索猜測生詞的含義。
 reading-skills,indifferent,adj.,憤世嫉俗的；懷疑人性自私的,The author's cynical view suggests that people only help others for personal gain.,作者憤世嫉俗的觀點暗示人們幫助他人只是為了個人利益。
 reading-skills,inference,adj.,冷淡的；不在意的,The protagonist remained indifferent to the suffering of those around him.,主角對身邊人的痛苦保持冷漠。
 reading-skills,main idea,n.,推論；推斷,Making inferences helps readers understand what is not directly stated.,做出推論能幫助讀者理解未直接陳述的內容。
 reading-skills,nostalgic,n.,主旨；中心思想,Identifying the main idea is the first step in summarizing a text.,識別主旨是總結文本的第一步。
 reading-skills,optimistic,adj.,懷舊的,"The poem has a nostalgic tone, reflecting on the simple joys of childhood.",這首詩帶有懷舊的語調，反思童年簡單的快樂。
 reading-skills,reverent,adj.,樂觀的,"Despite the challenges, the author maintains an optimistic outlook for the future.",儘管面臨挑戰，作者對未來仍保持樂觀的見解。
 reading-skills,sardonic,adj.,虔誠的；恭敬的,The biographer wrote in a reverent tone when describing the leader's sacrifices.,傳記作者在描述這位領袖的犧牲時，語氣充滿了崇敬。
 reading-skills,skeptical,adj.,嘲諷的；譏諷的,His sardonic laugh suggested that he didn't believe a word of the explanation.,他那譏諷的笑聲暗示他對那番解釋一個字也不信。
 reading-skills,supporting detail,adj.,懷疑的,Many scientists remain skeptical about the new claims until they see data.,許多科學家在看到數據之前，對這些新主張仍持懷疑態度。
 structure,argumentative paragraph,n.,支持細節；佐證細節,Supporting details provide evidence for the main idea.,支持細節為主旨提供證據。
 structure,block paragraph,n.,論證段；議論文段,An argumentative paragraph presents a claim supported by evidence and reasoning.,論證段提出一個由證據與推理支持的主張。
 structure,body paragraph,n.,齊頭式段落,Block paragraphs have no indentation but are separated by a blank line.,齊頭式段落無縮排，但以空行分隔。
 structure,cause and effect,n.,主體段；論證段,Each body paragraph develops one main point that supports the thesis.,每個主體段發展一個支持論點的主要觀點。
 structure,cause-and-effect,n.,因果關係,A cause-and-effect paragraph explains why something happens and what results from it.,因果段落解釋某事發生的原因及其結果。
 structure,chronological order,n.,因果關係,A cause-and-effect structure explains why an event occurred and what resulted from it.,因果結構解釋事件發生的原因及其結果。
 structure,clarity,n.,時間順序,Chronological order arranges events in the sequence they occurred.,時間順序按事件發生的先後排列。
 structure,classification,n.,清晰,Good writing is marked by clarity and precision.,好的寫作以清晰與精確為特點。
 structure,clincher,n.,分類,Classification organizes ideas into categories for clearer understanding.,分類將觀點歸入不同類別以利清晰理解。
 structure,coherence,n.,有力結尾；點睛句,A clincher is a memorable final sentence that reinforces the main point.,有力結尾是令人難忘的最後一句，用以強化主旨。
 structure,compare-and-contrast,n.,連貫性,The essay lacks coherence between paragraphs.,這篇文章在段落之間缺乏連貫性。
 structure,comparison,n.,比較與對比,The essay uses a compare-and-contrast pattern to analyze two literary movements.,文章使用比較與對比模式分析兩個文學運動。
 structure,concluding paragraph,n.,比較,Comparison highlights similarities between two or more items.,比較強調兩個或多個項目之間的相似之處。
 structure,concluding sentence,n.,結論段；總結段,The concluding paragraph restates the thesis and synthesizes key arguments.,結論段重述論點並綜合關鍵論證。
 structure,contrast,n.,結尾句,A concluding sentence summarizes the main point of the paragraph.,結尾句總結段落的主要觀點。
 structure,controlling idea,n.,對比,Contrast emphasizes differences to clarify distinctions.,對比強調差異以釐清區別。
 structure,definition,n.,控制概念；限定主旨,The controlling idea in the topic sentence limits the scope of the paragraph.,主題句中的控制概念限定了段落的討論範圍。
 structure,descriptive paragraph,n.,定義,A definition paragraph explains the meaning of a term or concept.,定義段落解釋某個術語或概念的含義。
 structure,exemplification,n.,描述段,A descriptive paragraph uses sensory details to create a vivid picture.,描述段運用感官細節營造生動畫面。
 structure,expository paragraph,n.,舉例說明,Exemplification uses specific cases to illustrate a general point.,舉例說明使用具體案例來闡釋一般觀點。
 structure,indentation,n.,說明段,An expository paragraph explains or informs about a topic objectively.,說明段客觀地解釋或介紹某個主題。
 structure,introductory paragraph,n.,縮排,Indentation signals the beginning of a new paragraph in formal writing.,縮排在正式寫作中標示新段落的開始。
 structure,lexical cohesion,n.,引言段；開頭段,The introductory paragraph presents the topic and thesis statement.,引言段提出主題與論點陳述。
 structure,logical,n.,詞彙銜接,Lexical cohesion uses synonyms and related words to link ideas.,詞彙銜接使用同義詞與相關詞彙來連接觀點。
 structure,narrative paragraph,adj.,合邏輯的,The argument is logical and well-structured.,這個論點合邏輯且結構良好。
 structure,order of importance,n.,敘事段,A narrative paragraph tells a short story or recounts an event in sequence.,敘事段講述一個小故事或按順序敘述事件。
 structure,paragraph development,n.,重要性順序,Order of importance arranges points from most to least significant (or vice versa).,重要性順序按從最重要到最不重要（或相反）排列觀點。
 structure,paragraph hook,n.,段落展開；段落發展,Common methods of paragraph development include exemplification and comparison.,常見的段落展開方法包括舉例與比較。
 structure,paragraph length,n.,段落引子；開頭鉤子,A paragraph hook grabs the reader's attention at the beginning.,段落引子在開頭吸引讀者的注意力。
 structure,parallel structure,n.,段落長度,Varying paragraph length helps maintain reader engagement and control pacing.,變化段落長度有助於維持讀者興趣並控制節奏。
 structure,problem-solution,n.,平行結構；排比句式,Parallel structure uses the same grammatical pattern for items in a list.,平行結構對列表中的項目使用相同的語法模式。
 structure,process analysis,n.,問題與解決,The article follows a problem-solution framework to address urban pollution.,文章遵循問題與解決框架來探討都市污染。
 structure,pronoun reference,n.,過程分析,Process analysis breaks down a procedure into step-by-step instructions.,過程分析將一個程序分解為逐步說明。
 structure,repetition for emphasis,n.,代詞指代,Clear pronoun reference avoids confusion about what 'it' or 'they' refers to.,清晰的代詞指代可避免 'it' 或 'they' 所指不明的混淆。
 structure,spatial order,n.,強調性重複,Strategic repetition of key words can reinforce the paragraph's message.,策略性地重複關鍵詞可以強化段落訊息。
 structure,supporting sentence,n.,空間順序,Spatial order describes a scene from left to right or top to bottom.,空間順序從左到右或從上到下描述場景。
 structure,topic sentence,n.,支持句；佐證句,Supporting sentences provide examples and evidence to develop the topic sentence.,支持句提供例子與證據來發展主題句。
 structure,transition word,n.,主題句；主旨句,A strong topic sentence clearly states the main idea of the paragraph.,一個有力的主題句能清楚陳述段落的主要觀點。
 structure,transitional phrase,n.,過渡詞；連接詞,Transition words like 'furthermore' and 'however' help connect ideas between sentences.,像 'furthermore' 和 'however' 這類過渡詞有助於連接句與句之間的觀點。
 structure,unity,n.,過渡片語,Transitional phrases such as 'on the other hand' signal a shift in perspective.,像 'on the other hand' 這類過渡片語標示觀點的轉換。
 writing,brainstorm,n.,統一性；一致性,Paragraph unity means every sentence relates directly to the main idea.,段落統一性意味著每句話都直接關聯主旨。
 writing,colloquial,v.,腦力激盪；構思,"Before writing, brainstorm ideas to organize your thoughts.",寫作前先進行腦力激盪，整理思路。
 writing,concise,adj.,口語的；非正式的,The writer uses colloquial language to make the characters sound more authentic.,作者使用口語化的語言，使角色聽起來更加真實。
 writing,draft,adj.,簡潔的,The editor asked the writer to make the paragraph more concise by removing extra words.,編輯要求作者刪除多餘的字詞，使段落更加簡潔。
 writing,eloquent,n.,草稿；初稿,The first draft doesn't need to be perfect; you can revise later.,初稿不需要完美，你可以稍後修改。
 writing,figurative,adj.,雄辯的；口才流利的,The activist gave an eloquent speech that moved many in the audience.,這位活動家發表了一場動人的雄辯演說，感動了許多觀眾。
 writing,literal,adj.,比喻的,"""Broken heart"" is a figurative expression.",「心碎」是一種比喻性表達。
 writing,objective,adj.,字面的,Don't take his words literally; he was being sarcastic.,不要字面理解他的話；他在諷刺。
 writing,ornate,adj.,客觀的,News reporters are expected to give an objective account of events without personal bias.,新聞記者被要求對事件進行客觀報導，而不帶個人偏見。
 writing,outline,adj.,華麗的,The Victorian novel was known for its ornate and flowery language.,這部維多利亞時代的小說以其華麗且詞藻豐富的語言聞名。
 writing,peer review,n.,大綱；提綱,Creating an outline helps structure your essay logically.,製作大綱有助於邏輯性地組織文章結構。
 writing,redundant,n.,同儕評閱,Peer review allows students to give and receive constructive feedback.,同儕評閱讓學生能夠給予並接收建設性回饋。
 writing,revise,adj.,贅述的；多餘的,"Mentioning the ""blue sky"" as ""blue"" is sometimes considered redundant in creative writing.",在創意寫作中，提到「藍色的藍天」有時被認為是贅述。
 writing,subjective,v.,修訂；修改,Revise your essay to improve clarity and coherence.,修訂文章以提升清晰度與連貫性。
 writing,verbose,adj.,主觀的,Your opinion of the movie is purely subjective and depends on your personal taste.,你對這部電影的評價純粹是主觀的，取決於你個人的品味。
genre,adventure,adj.,冗長的,"His writing style is often verbose, making simple ideas hard to understand.",他的寫作風格通常很冗長，使簡單的想法變得難以理解。
genre,autobiography,n.,冒險小說,"Mark Twain's ""The Adventures of Huckleberry Finn"" is a classic adventure.",馬克·吐溫的《頑童歷險記》是一部經典的冒險小說。
genre,ballad,n.,自傳,The Diary of a Young Girl by Anne Frank is a powerful autobiography.,安妮·法蘭克的《安妮日記》是一部強而有力的自傳。
genre,bildungsroman,n.,歌謠；敘事歌謠,The folk ballad often tells a tragic story of love or death.,民間歌謠常常講述一個關於愛情或死亡的悲劇故事。
genre,commercial fiction,n.,成長小說,"Jane Eyre"" is a bildungsroman that traces the protagonist's journey to adulthood.",《簡愛》是一部追溯主角走向成年之路的成長小說。
genre,detective fiction,n.,商業小說,Commercial fiction is written primarily to entertain a wide audience.,商業小說的寫作主要是為了娛樂廣大讀者。
genre,dystopian fiction,n.,偵探小說,Sherlock Holmes is the most famous character in detective fiction.,夏洛克·福爾摩斯是偵探小說中最著名的角色。
genre,fable,n.,反烏托邦小說,The Handmaid's Tale is a dystopian fiction about a totalitarian society.,《使女的故事》是一部關於極權社會的反烏托邦小說。
genre,fantasy,n.,寓言,"The fable ""The Tortoise and the Hare"" teaches that slow and steady wins the race.",寓言《龜兔賽跑》教導我們穩紮穩打方能致勝。
genre,flash fiction,n.,奇幻小說,The Lord of the Rings is a classic fantasy novel set in a fictional world.,《魔戒》是一部以虛構世界為背景的經典奇幻小說。
genre,folktale,n.,微型小說,Flash fiction tells a complete story in under 1000 words.,微型小說用少於1000個單詞講述一個完整的故事。
genre,food writing,n.,民間故事,"The folktale ""Cinderella"" exists in hundreds of versions across many cultures.",民間故事《灰姑娘》在許多文化中有數百個版本。
genre,gothic fiction,n.,飲食文學,M.F.K. Fisher is celebrated for her lyrical food writing.,M.F.K. 費雪以其抒情優美的飲食文學而聞名。
genre,graphic novel,n.,哥德小說,Edgar Allan Poe is a master of gothic fiction with its dark and eerie atmosphere.,愛倫·坡是哥德小說的大師
genre,haiku,n.,圖像小說,"Art Spiegelman's ""Maus"" is a Pulitzer Prize-winning graphic novel about the Holocaust.",阿特·斯皮格曼的《鼠族》是一部關於大屠殺的普立茲獎獲獎圖像小說。
genre,historical fiction,n.,俳句,The haiku captures a single moment in nature with just seventeen syllables.,俳句僅用十七個音節捕捉自然界的一個瞬間。
genre,history play,n.,歷史小說,Wolf Hall is a historical fiction novel set in the Tudor court.,《狼廳》是一部以都鐸王朝宮廷為背景的歷史小說。
genre,horror,n.,歷史劇,"Shakespeare's ""Henry V"" is a history play about the English king.",莎士比亞的《亨利五世》是一部關於英國國王的歷史劇。
genre,journalism,n.,恐怖小說,Stephen King is one of the most successful authors of horror.,史蒂芬·金是最成功的恐怖小說作家之一。
genre,legend,n.,新聞寫作,Investigative journalism uncovers wrongdoing and holds power accountable.,調查性新聞報導揭露不當行為並追究權力者的責任。
genre,literary fiction,n.,傳說,The legend of King Arthur blends history with chivalric romance.,亞瑟王的傳說融合了歷史與騎士浪漫。
genre,lyric poetry,n.,文學小說,Literary fiction often focuses on character development and style over plot.,文學小說通常更注重角色發展和風格而非情節。
genre,mystery fiction,n.,抒情詩,"William Wordsworth's ""I Wandered Lonely as a Cloud"" is a famous lyric poem.",威廉·華茲華斯的《我孤獨地漫遊
genre,myth,n.,懸疑小說,Agatha Christie is the queen of mystery fiction.,阿嘉莎·克莉絲蒂是懸疑小說之后。
genre,narrative poetry,n.,神話,The Greek myth of Persephone explains the changing of the seasons.,希臘神話中的波瑟芬妮解釋了四季的更迭。
genre,nature writing,n.,敘事詩,The Rime of the Ancient Mariner by Coleridge is a narrative poem.,柯勒律治的《古舟子詠》是一首敘事詩。
genre,one-act play,n.,自然寫作,"Henry David Thoreau's ""Walden"" is a foundational work of nature writing.",亨利·大衛·梭羅的《湖濱散記》是自然寫作的奠基之作。
genre,picaresque,n.,獨幕劇,"The one-act play ""The Zoo Story"" is a powerful exploration of alienation.",獨幕劇《動物園故事》是對疏離感的有力探索。
genre,romance,n.,流浪漢小說,"Don Quixote"" is a famous picaresque novel from 17th-century Spain.",《堂吉訶德》是17世紀西班牙著名的流浪漢小說。
genre,science fiction,n.,愛情小說,Romance novels typically end with a satisfying emotional resolution.,愛情小說通常以令人滿意的情感結局收尾。
genre,short story,n.,科幻小說,Science fiction often explores the potential consequences of scientific innovations.,科幻小說經常探討科學創新的潛在後果。
genre,spoken word,n.,短篇小說,The short story is a concise form of fiction that focuses on a single effect.,短篇小說是一種專注於單一效果的簡潔小說形式。
genre,stand-up comedy,n.,口語詩,Spoken word poetry is performed live and often addresses social justice issues.,口語詩是現場表演的詩歌
genre,thriller,n.,單口喜劇,"Hannah Gadsby's ""Nanette"" is a stand-up comedy that deconstructs the form itself.",漢娜·蓋茲比的《娜內特》是一部解構自身形式的單口喜劇。
genre,tragicomedy,n.,驚悚小說,The thriller kept readers on the edge of their seats with its constant suspense.,這本驚悚小說以其持續的懸念讓讀者緊張不已。
genre,travel writing,n.,悲喜劇,Anton Chekhov's plays are often classified as tragicomedy.,安東·契訶夫的戲劇常被歸類為悲喜劇。
genre,utopian fiction,n.,旅行文學,"Bruce Chatwin's ""In Patagonia"" reinvented modern travel writing.",布魯斯·查特文的《在巴塔哥尼亞》重塑了現代旅行文學。
literary,allegory,n.,烏托邦小說,"Sir Thomas More's ""Utopia"" is the foundational text of utopian fiction.",湯瑪斯·摩爾爵士的《烏托邦》是烏托邦小說的奠基文本。
literary,allusion,n.,寓言；托物寓意,"George Orwell's ""Animal Farm"" is a famous allegory for the Russian Revolution.",喬治·歐威爾的《動物農莊》是描述俄國革命的著名寓言。
literary,analogy,n.,典故；影射,The author made an allusion to Greek mythology by mentioning the Achilles' heel.,作者藉由提到「阿基里斯之踵」來影射希臘神話。
literary,anaphora,n.,類比；類推,The teacher used the analogy of a computer to explain how the human brain processes information.,老師用電腦來類比，以解釋人類大腦如何處理資訊。
literary,antithesis,n.,首語重複,Anaphora repeats words at the beginning of successive clauses.,首語重複在連續子句開頭重複詞語。
literary,apostrophe,n.,對立面；對照,Poverty is the spiritual antithesis of the abundance seen in nature.,貧窮是自然界所見之豐饒在精神上的對立面。
literary,conflict,n.,呼語；頓呼,"""O death, where is thy sting?"" is an example of apostrophe.",「哦，死亡，你的毒刺在哪裡？」是呼語的一個例子。
literary,ethos,n.,衝突,The main conflict is between tradition and progress.,主要衝突在於傳統與進步之間。
literary,euphemism,n.,品格訴求；道德訴求,The speaker established ethos by showing his expertise and honesty.,演講者透過展現專業與誠信來建立品格訴求。
literary,hyperbole,n.,委婉語,"""Passed away"" is a common euphemism used to avoid saying the word ""died"".",「過世」是一個常用的委婉語，用來避免說出「死」這個字。
literary,imagery,n.,誇張法,"The phrase ""I've told you a million times"" is a classic example of hyperbole.",「我已經跟你說過一百萬次了」這句話是誇張法的經典例子。
literary,irony,n.,意象；形象化語言,The poet uses vivid imagery of nature to convey peace.,詩人運用生動的自然意象來傳達平靜。
literary,logos,n.,諷刺；反諷,It is a cruel irony that the fire station burned down while the firefighters were away.,消防局在消防員外出時燒毀，真是一個殘酷的諷刺。
literary,metaphor,n.,邏輯訴求,The lawyer used logos by presenting statistical evidence.,律師透過呈現統計證據來使用邏輯訴求。
literary,metonymy,n.,隱喻,"""Life is a roller coaster"" is a common metaphor used to describe ups and downs.",「人生如雲霄飛車」是用來形容起伏波折的常見隱喻。
literary,mood,n.,借代,The crown is often used as a metonymy for the royal government.,「王冠」常用作皇室政府的借代。
literary,motif,n.,氛圍；情緒,The dark setting creates a mood of fear and suspense.,陰暗的場景營造出恐懼與懸疑的氛圍。
literary,onomatopoeia,n.,母題；重複出現的元素,The motif of birds appears throughout the novel.,鳥的母題貫穿整部小說。
literary,oxymoron,n.,擬聲詞,"Words like ""buzz"" and ""hiss"" are examples of onomatopoeia.","像 ""buzz"" 和 ""hiss"" 這樣的詞都是擬聲詞的例子。"
literary,paradox,n.,矛盾修辭法,"The phrase ""deafening silence"" is an oxymoron that highlights the tension.",「震耳欲聾的沉默」是一個矛盾修辭法，突顯了緊張氣氛。
literary,parallelism,n.,悖論；似非而是,"The statement ""the only constant is change"" is a famous philosophical paradox.",「唯一的不變就是變」是一個著名的哲學悖論。
literary,pathos,n.,平行結構；排比,Parallelism uses similar grammatical structures for emphasis.,平行結構使用相似的語法結構以強調。
literary,personification,n.,情感訴求,The charity ad relies on pathos to evoke sympathy from viewers.,慈善廣告依賴情感訴求來引發觀眾的同情。
literary,plot,n.,擬人化,The poet uses personification to describe the wind whispering through the trees.,詩人使用擬人化法來描寫風在樹林間低語。
literary,rhetoric,n.,情節,The plot thickens when the detective finds a hidden letter.,當偵探發現一封隱藏的信件時，情節變得更加複雜。
literary,rhetorical question,n.,修辭學,Rhetoric is the art of effective or persuasive speaking or writing.,修辭學是有效或說服性口語與寫作的藝術。
literary,setting,n.,修辭問句；反問,"A rhetorical question is asked for effect, not to elicit an answer.",修辭問句是為了效果而問，並非尋求答案。
literary,simile,n.,背景；場景,The setting of the story is a small town in the 1950s.,故事背景設定在1950年代的一個小鎮。
literary,symbol,n.,明喻,"""As brave as a lion"" is a common simile.",「像獅子一樣勇敢」是一個常見的明喻。
literary,symbolism,n.,象徵,The white dove is a symbol of peace.,白鴿是和平的象徵。
literary,synecdoche,n.,象徵主義,The broken clock in the story is a piece of symbolism representing the end of an era.,故事中破碎的鐘是一個象徵，代表一個時代的終結。
literary,theme,n.,提喻法,"Using the word ""wheels"" to refer to a whole car is an example of synecdoche.","用 ""wheels""（輪子）這個詞來指代整輛車是提喻法的一個例子。"
literary,tone,n.,主題,The central theme of the novel is the loss of innocence.,這部小說的主題是天真與純真的喪失。
literary,trope,n.,語氣；語調,The tone of the essay shifts from humorous to serious.,這篇文章的語氣從幽默轉為嚴肅。
literary,understatement,n.,比喻；套路；常見修辭,The hero's journey is a common trope in fantasy literature.,英雄之旅是奇幻文學中常見的套路。
literary,voice,n.,輕描淡寫；含蓄說法,"Saying the hurricane was ""a bit of wind"" is a massive understatement.",說這場颶風只是「一點風」簡直是極大的輕描淡寫。
